time,line,translation
00:44:27,Hey! What's the big idea?,
00:44:28,,벽 고쳐놓지 않으면 크게 혼날 줄 알아!
00:44:29,"You better fix that wall, or else you're in big troub...",
00:44:32,(WHISTLING),"오, 이런. 용암이다!"
00:44:34,"Oh, no! Lava! Whoo! Oh!",
00:44:35,,상상의 나라는 최고야
00:44:37,Imagination Land is the best!,
00:44:39,"Oh, is it all going to be so interactive?","으, 너무 얘기를 많이 해"
00:44:42,,이거 봐라! 카드 집이야
00:44:43,"Hey, look! The House of Cards!",
00:44:44,,"오, 잠깐 잠시만 기다려 봐"
00:44:45,"Oh, wait. Hang on just a minute.",
00:44:46,,당신 로켓! - 그래
00:44:47,JOY: (GASPS) Your rocket! Yeah.,
00:44:48,,안전하게 여기 숨겨 뒀지
00:44:49,"I stashed it in there for safekeeping,",
00:44:50,,그리고 이제 라일리를 달로 데려다 줄 준비도 다 됐어!
00:44:51,and now I'm all set to take Riley to the moon!,
00:44:53,,"오, 미안해요 - 대단하군"
00:44:54,"Oh, I'm sorry. Great.",
00:44:55,,"와, 상상의 나라 정말 좋네요 - 멋지지 않아?"
00:44:56,"Oh, I love Imagination Land.",
00:44:58,"Isn't it great? And there's always something new, like...",그리고 항상 새로운 게 있는데...
00:45:03,,대체 저건 누구야? - 상상 남자친구요
00:45:04,BING BONG: Who the heck is that?,
00:45:05,Imaginary boyfriend.,
00:45:06,,라일리를 위해 죽기라도 하겠어
00:45:07,I would die for Riley.,
00:45:08,"(EXCLAIMS IN DISGUST) Oh, I've never seen him before.",전엔 본 적 없었는데 - 캐나다에 살아요
00:45:10,I live in Canada.,
00:45:11,,"어쨌건, 이 쪽 유치원 나라를 지나 기차에 거의 다 왔어!"
00:45:12,"Anyway, this way. Through Preschool World!",
00:45:15,We're nearly to the train!,"라일리, 우리가 간다!"
00:45:16,"Riley, here we come! Whoo-hoo!",
00:45:18,(BING BONG LAUGHS),
00:45:19,,"정말 재밌겠구나 새 팀, 새 친구들"
00:45:20,"This should be fun! New team, new friends.",
00:45:23,,애들도 좋아 보이는데
00:45:24,"These kids look pretty good,",샌프란시스코 애들 치곤!
00:45:25,considering they're from San Francisco.,
00:45:27,"COACH: Okay, Andersen, you're up!","가 볼게요 - 좋아. 행운을 빈다, 얘야!"
00:45:28,Got to go. Okay.,
00:45:30,"Good luck, sweetie!",키스는 이제 도움이 안 돼 하키 섬을 쓰려 하면 멈춘다구
00:45:31,Luck isn't going to help us now.,
00:45:32,"If she tries to use Hockey Island, it's going down.",
00:45:33,,그래서 생각나는 하키 기억은 다 떠올려 왔지
00:45:34,Which is why I've recalled,
00:45:36,every hockey memory I can think of.,
00:45:37,,하나는 핵심 기억 역할을 해 줘야지
00:45:38,One of these has got to work,
00:45:39,in place of the Core Memory. (WHISTLE BLOWING),경기 시작한다 - 서둘러!
00:45:41,She's about to play! Hurry!,
00:45:48,(POWERING UP),"하하, 해냈다. 친구들 작동한다!"
00:45:49,"Ha-ha! We did it, gang! It's working!",
00:45:51,,오...
00:45:52,Oh!,
00:45:53,(POWERING DOWN) (YELPS),
00:45:55,COACH: Line change! Line change!,
00:45:57,(GRUNTING) COACH: Change it up!,
00:46:00,(EXCLAIMING),
00:46:03,,"안 돼, 안 돼..."
00:46:04,(LAUGHS) No! No! Aah!,
00:46:07,(GRUNTS),
00:46:10,,우리 아무것도 모르는 것 같잖아
00:46:11,DISGUST: It's like we don't learn anything.,
00:46:13,RILEY: Come on! COACH: Let's pick it up out there!,
00:46:15,GIRL: Pass! Shoot it! Shoot it!,
00:46:17,Oh!,
00:46:18,(PANTING),
00:46:19,,"이제 됐어! - 아니, 아니"
00:46:20,"That's it! No, no, no! Breathe.",행복하게 있어야지
00:46:22,Find your happy place. (CHOKES),
00:46:24,(YELLING),
00:46:26,(RILEY GRUNTS) GIRL: What's her problem?,
00:46:31,(RILEY GRUNTING),
00:46:34,,"라일리, 왜 그래? - 가요"
00:46:35,Riley. What's wrong? Let's go.,
00:46:36,,경기 안 끝낼 거야? - 요점이 뭐에요?
00:46:37,MOM: You're not going to finish tryouts?,
00:46:38,,"얘야, 괜찮을 거야"
00:46:39,What's the point? Hey.,
00:46:40,It'll be all right. Let's just go back...,
00:46:41,,그냥 돌아가자 - 괜찮을 거라고 그만 좀 해요
00:46:42,Stop saying everything will be all right!,
00:46:44,(GIRLS CHEERING),
00:46:46,"COACH: Nice hustle, ladies!",
00:46:48,(GIRLS LAUGHING),
00:46:52,(RUMBLING),
00:46:55,,하키!
00:46:56,Hockey?,
00:46:59,,"아, 안 돼 하키 정말 좋아하는데"
00:47:00,"Oh, no, no, she loves hockey. She can't give up hockey.",
00:47:02,,하키를 포기할 순 없어
00:47:04,DAD: Hey! Look at that!,
00:47:06,Very nice shot! MOM: Hey!,"빙봉, 정차역으로 가야 해요"
00:47:07,"Bing Bong, we have to get to that station.",
00:47:08,,"물론, 이 쪽이야 거대 크래커 성 지나서"
00:47:09,"Sure thing. This way,",
00:47:10,just past Graham Cracker Castle. Hey.,"어라, 이상하네"
00:47:12,That's weird.,거대 크래커 성이 여기 있었는데 왜 이사를 갔지
00:47:13,Graham Cracker Castle used to be right here.,
00:47:14,"BING BONG: I wonder why they moved it? Wow, that's not...",
00:47:16,,분명 여기 반짝 뾰족산도 있었을 텐데
00:47:17,I would have sworn Sparkle Pony Mountain was right here.,
00:47:18,,"무슨 일이야? - 예, 모르겠는걸요"
00:47:19,"Hey, what's going on? Yeah, yeah... I don't know...",
00:47:20,,돌아가야해요 - 꿈나라 공주!
00:47:21,We'll have to come back. (GASPS) Princess Dream World!,
00:47:25,,"오, 동물 인형 명예의 전당이!"
00:47:26,"Oh, no! The stuffed Animal Hall of Fame!",
00:47:29,,내 로켓!
00:47:30,(GASPS) My rocket!,
00:47:31,,"잠깐, 라일리랑 난 아직 그 로켓 써야 한다고!"
00:47:32,"BING BONG: Wait! Riley and I, we're still using that rocket!",
00:47:34,It still has some song power left!,아직 노래 힘 남았단 말야
00:47:36,,놀고 싶은 친구 누구?
00:47:37,솵 Who's your friend who likes to play? 솵,
00:47:39,(DISTORTED TUNE PLAYING),
00:47:44,,"안 돼! 안 돼, 안 돼"
00:47:45,"No! No, no, no. No, you can't take my rocket to the dump!",
00:47:46,,내 로켓은 쓰레기장에 못 버려 라일리랑 난 달에 가야 한다고!
00:47:49,Riley and I are going to the moon!,
00:47:52,Oh!,
00:47:53,(BING BONG WHIMPERING),
00:47:55,,라일리가 내게 이럴 리가?
00:47:56,Riley can't be done with me.,
00:48:03,,"자, 괜찮을 거에요 해결할 수 있어요"
00:48:04,"Hey, it's going to be okay! We can fix this!",
00:48:07,,본부로 돌아가기만 하면 돼요 정차역은 어느 쪽이죠?
00:48:08,We just need to get back to Headquarters.,
00:48:10,Which way to the train station?,여행 계획도 다 세워 뒀었는데...
00:48:11,I had a whole trip planned for us.,
00:48:14,,"자, 간질간질 간지럼 괴물이 갑니다!"
00:48:15,"(GASPS) Hey, who's ticklish, huh?",
00:48:17,Here comes the tickle monster!,
00:48:20,,"저기, 빙봉. 이거 봐요"
00:48:21,"Hey, Bing Bong! Look at this!",
00:48:22,(MAKING FUNNY SOUNDS),
00:48:25,,"아, 재밌는 놀이 당신이 기차역을 가리키면"
00:48:26,Oh! Here's a fun game!,
00:48:27,You point to the train station and we all go there!,우리가 거기로 가는 거에요 재밌지 않아요?
00:48:31,"Won't that be fun? Come on, let's go to the train station!","어서요, 기차역으로 가요!"
00:48:35,,로켓을 가져간 건 유감이에요
00:48:36,I'm sorry they took your rocket.,
00:48:38,,당신이 사랑했던 걸 가져갔어요 영원히 사라져 버렸네요
00:48:39,They took something that you loved.,
00:48:41,It's gone. Forever.,
00:48:42,,"슬픔아, 기분 상하게 하지 마 - 미안"
00:48:43,Sadness. Don't make him feel worse.,
00:48:45,Sorry.,라일리를 위한 전부였는데
00:48:47,It's all I had left of Riley.,
00:48:48,,라일리랑 정말 멋진 모험을 하셨었겠죠
00:48:49,I bet you and Riley had great adventures.,
00:48:51,,"오, 정말 대단했지"
00:48:52,"Oh, they were wonderful.",
00:48:53,,한 번은 시간 여행을 해서 하루에 아침을 두 번 먹었어
00:48:54,Once we flew back in time.,
00:48:56,We had breakfast twice that day.,
00:48:57,,"슬픔아 - 멋져요, 라일리도 좋아했을 거에요"
00:48:58,Sadness...,
00:48:59,It sounds amazing. I bet Riley liked it.,
00:49:01,,"오, 그랬지 우린 최고의 친구였어"
00:49:02,"(SNIFFLING) Oh, she did. We were best friends.",
00:49:05,,"예, 예..."
00:49:06,Yeah. It's sad.,
00:49:10,(CRYING),
00:49:13,,뭐...?
00:49:14,Wh...,
00:49:16,(GROANS),
00:49:20,,이젠 괜찮아
00:49:21,I'm okay now.,
00:49:23,,"가자, 기차역은 이 쪽이야"
00:49:24,Come on. The train station is this way.,
00:49:32,,"어떻게 한 거야? - 어, 나도 몰라"
00:49:33,How did you do that?,
00:49:35,"Oh, I don't know. He was sad.",슬퍼서 들어 줬... - 자!
00:49:37,So I listened to what...,
00:49:38,Hey! There's the train!,기차가 있네
00:49:40,(TRAIN HONKING HORN),
00:49:42,(ALL GRUNTING),
00:49:50,,"오, 해냈다! 마침내 집에 가는 거야"
00:49:51,Oh! We made it! We're finally going to get home!,
00:49:55,,"오, 안 돼. 이 사실이랑 의견이랑 무지 비슷하네요"
00:49:56,"Oh, no! These Facts and Opinions look so similar.",
00:49:58,,걱정 마 늘 있는 일이야
00:49:59,"Oh, don't worry about it. Happens all the time.",
00:50:04,(GRUNTS),
00:50:05,,1점에서 10점 중에 이 날은 F를 주고 싶네
00:50:06,"On a scale of one to ten,",
00:50:07,I give this day an F.,
00:50:08,,멀뚱히 서 있지만 말고 뭔가 해 보는 건 어때
00:50:09,"Well, why don't we quit standing around and do something?",
00:50:11,,"어떤 거, 천재씨? - 관두거나. 내가 그러고 있거든"
00:50:12,"Like what, genius?",
00:50:13,Like quitting. That's what I'm doing.,
00:50:14,,겁쟁이는 이만 갑니다 이 겁쟁이는 살아야 하거든
00:50:15,Sure it's the coward's way out.,
00:50:17,But this coward's gonna survive.,
00:50:21,Ow!,
00:50:24,(EXCLAIMING),
00:50:26,,"감정은 관둘 수 없어, 천재씨"
00:50:27,"DISGUST: Emotions can't quit, genius!",
00:50:29,,라일리를 행복하게 해 줘야 하는 거 아냐!
00:50:30,Ugh! I thought we were supposed to be keeping Riley happy.,
00:50:32,,"잠깐, 잠깐만!"
00:50:33,Wait a minute! Wait a minute!,
00:50:36,Mmm.,
00:50:38,Aha! (LAUGHING),
00:50:40,,뭐야? - 아무것도!
00:50:41,"What is it? Oh, nothing.",최고의 아이디어지 - 뭔데?
00:50:42,Just the best idea ever. What?,
00:50:43,,모든 좋은 핵심 기억은 미네소타에서 나왔었지
00:50:45,All the good Core Memories,
00:50:46,were made in Minnesota.,그러니 미네소타로 돌아가 더 만드는 거야
00:50:47,"Ergo, we go back to Minnesota and make more.",
00:50:49,,"타-다! - 잠깐, 잠깐"
00:50:50,"Ta-da! FEAR: Wait, wait, wait.",
00:50:51,,도망가자는 거야?
00:50:52,You're saying we run away?,
00:50:53,,"아, 그런 게 아니라"
00:50:54,"Well, I wouldn't call it that.",'행복한 핵심기억 개발 계획' 이라는 거야
00:50:55,I'd call it the Happy Core Memory Development program.,
00:50:57,,"장난하는 거지! - 야, 우리 삶은 완벽했었어"
00:50:58,You can't be serious.,
00:50:59,Hey! Our life was perfect,엄마 아빠가 샌프란냄새코로 이사오기 전까지는!
00:51:00,until Mom and Dad decided to move to,
00:51:03,San Fran Stinktown.,
00:51:04,,하지만 그건 좀 극단적인데
00:51:05,"(STAMMERING) I mean, it's just so drastic!",
00:51:06,,거기가 얼마나 멋졌는지 또 얘기해줘야하나
00:51:07,Need I remind you of how great things were there?,
00:51:08,,"우리 방, 우리 뒤뜰 우리 친구들"
00:51:09,Our room? Our back yard?,
00:51:11,Our friends?,
00:51:14,MAN: 솵 TripleDent gum 솵 WOMAN: 솵 Will make you smile 솵,내가 껌 광고 나오랬냐?
00:51:15,Did I ask for the gum commercial? (SONG STOPS PLAYING),
00:51:17,,어쨌건 그게 더 나아 중요한 건 그거야
00:51:18,"Anyway, it was better, that's my point.","예, 라일리는 미네소타에서 더 행복했지"
00:51:19,"Yeah, Riley was happier in Minnesota.",
00:51:21,,"잠깐, 기다려"
00:51:22,Wait. Hold on. Shouldn't we just sleep on this or something?,좀 자면서 다시 생각해 보면 안 돼?
00:51:23,,"좋아, 그렇게 하지"
00:51:24,Fine. (CHUCKLES) Let's sleep on it.,
00:51:25,,왜냐하면 행복한 때가 이제 막 코앞이니까!
00:51:26,"Because, hey, I'm sure jolly fun-filled times",
00:51:29,are just around the corner.,
00:51:37,Huh?,
00:51:42,,"저기, 왜 안 움직이죠?"
00:51:43,"Hey, hey! Why aren't we moving?",
00:51:44,,라일리가 잠에 들었어요 모두 휴식입니다
00:51:45,Riley's gone to sleep. We're all on break.,
00:51:46,,아침까지 여기 있어야 한다는 거야?
00:51:48,You mean we're stuck here until morning?,"그래, 자는 중엔 생각 기차는 달리지 않거든"
00:51:49,"Yeah, the Train of Thought doesn't run while she's asleep.",
00:51:50,,그렇게 오래는 못 기다려요 - 깨우는 건 어때
00:51:51,"Oh, we can't wait that long.",
00:51:53,"How about we wake her up? Sadness, that's ridiculous!","슬픔아, 말도 안 돼 어떻게 그런..."
00:51:56,How could we possibly... (GASPS),
00:51:58,,"깨우는 게 어때 - 좋은 생각이야, 기쁨아"
00:51:59,JOY: How about we wake her up?,
00:52:01,"Great idea, Joy. Thanks. Come on!","고마워, 가자"
00:52:02,,[꿈 제조사]
00:52:07,,"와, 여기 진짜 크다"
00:52:08,Whoa! This place is huge!,
00:52:09,,내 예상보단 훨씬 작은데
00:52:10,"Yeah, it looks so much smaller than I expected.",
00:52:12,,"와, 날 수 있습니다! 저거 맘에 들어"
00:52:13,Wow! I Can Fly?,
00:52:15,BING BONG: I love that one!,
00:52:17,,무지개 유니콘! 저기 있어
00:52:18,(GASPS) Rainbow Unicorn! She's right there!,
00:52:22,,제 친구가 당신이 유명하대요
00:52:23,My friend says you're famous.,
00:52:24,,"사인 받고 싶대요 - 아냐, 슬픔아"
00:52:25,She wants your autograph.,
00:52:26,"No, no, Sadness, don't bother Miss Unicorn, okay?","유니콘 양 귀찮게 하지 마, 응?"
00:52:28,,"죄송해요, 마을 밖에서 와서요 당황하셨죠?"
00:52:29,"Sorry, she's from out of town.",
00:52:30,"That was so embarrassing, right?",
00:52:32,,요정 꿈의 모험 7편에서 당신 좋았어요
00:52:33,I loved you in Fairy Dream Adventure Part 7.,
00:52:34,,"좋아요, 갈게요 사랑해요"
00:52:35,"Okay, bye. I love you!",
00:52:36,,[점등시 출입불가]
00:52:38,Huh. Wonder what that means.,"하! 저게 무슨 뜻이지 뭐, 들어가자"
00:52:40,"Oh, well, let's go in.",
00:52:43,,교실 세트 준비하세요
00:52:44,DIRECTOR: Set up the classroom set!,오늘 기억이 들어왔으니 할 일이 아주 많아요
00:52:45,DIRECTOR: Today's memories are in!,
00:52:47,DIRECTOR: We've got a lot to work with here.,라일리가 최고의 친구를 저버리고
00:52:48,"Riley dumped her best friend,",
00:52:49,,학교에서 우울한 날을 보내고 하키를 관뒀어요
00:52:50,"had a miserable day at school,",
00:52:51,and quit hockey.,작가가 다 합쳐서 죽이는 대본을 썼어요
00:52:53,DIRECTOR: The writers have put together a killer script!,
00:52:54,,기쁨이랑 슬픔이가 없으니 멍청한 꿈도 내가 맡겠군
00:52:55,"Just because Joy and Sadness are gone,",
00:52:57,I have to do stupid Dream Duty.,
00:52:59,(GRUMBLING),"좋아, 어떻게 깨우지?"
00:53:00,Okay. How are we going to wake her up?,
00:53:01,,"음, 가끔 무서운 꿈을 꾸면 깨더라구"
00:53:02,"Well, she wakes up sometimes when she has a scary dream.",
00:53:04,,겁을 주자 - 겁을 주자고?
00:53:05,We could scare her. Scare her?,
00:53:06,,"안 돼, 이미 너무 많이 겪었어 - 하지만 기쁨아"
00:53:07,"No, she's been through enough already.",
00:53:08,,"슬픔아, 네가 이 바닥을 잘 안다 해도"
00:53:09,"But, Joy... Sadness, you may know your way",
00:53:10,"around down here, but I know Riley.",난 라일리를 알아
00:53:11,,행복하게 해 줄 거야 유쾌하게 일어나야지
00:53:12,"We're gonna make her so happy,",
00:53:14,she'll wake up with exhilaration.,
00:53:15,,기분 좋게 깨우자 - 그런 적이 없었는데
00:53:16,We'll excite her awake!,
00:53:17,That's never happened before.,
00:53:18,,"우, 라일리 개 좋아하지 이거 입어"
00:53:19,(GASPS) Ooh! Riley loves dogs. Put this on.,
00:53:20,,이거 안 될 텐데
00:53:21,I don't think that'll work.,빙봉 - 예
00:53:22,Bing Bong? BING BONG: Yeah?,
00:53:23,,이거 아무 일 없게 해 줘요 - 알았어
00:53:24,Don't let anything happen to these.,
00:53:26,Got it.,
00:53:28,Mmm-hmm. Add the reality distortion filter.,현실 왜곡 필터 넣어
00:53:32,,"좋아, 모두 카메라 앞에서 연기해"
00:53:33,"Love it. Remember, play to the camera, everyone!",
00:53:34,,라일리가 카메라야 저기서 나오게 해
00:53:35,Riley is the camera!,
00:53:37,"DIRECTOR: Makeup, get out of there, we are on in five,",촬영 들어간다 5 4 3...
00:53:39,"four, three...",
00:53:41,(STRUMMING DREAMY MUSIC),
00:53:42,,"안녕하세요, 여러분 오늘 쪽지시험 보기 전에..."
00:53:43,"Hello, class.",
00:53:45,Before we begin today's pop quiz...,
00:53:47,,진짜 형편없는 배우네
00:53:48,"Man, she is one bad actress.",
00:53:50,"which counts for 90% of your final grade,",
00:53:52,I want to introduce our new student. Riley.,신입생을 소개시켜 주고 싶네요
00:53:55,,"라일리, 일어나서 자기소개 해 볼래?"
00:53:57,Would you like to stand up,
00:53:58,,카메라...
00:53:59,and introduce yourself? Camera.,
00:54:01,,그리고 라일리
00:54:02,And cue Riley. (CLEARS THROAT),
00:54:03,,제 이름은 라일리 앤더슨이고요
00:54:04,(IN RILEY'S VOICE) My name is Riley Andersen.,
00:54:05,,미네소타에서 와서 지금은 여기 살아요
00:54:06,I'm from Minnesota and now I live here.,
00:54:08,,"으, 이빨 빠지는 거 봐"
00:54:09,"Ew, look! Her teeth are falling out!",
00:54:12,,"으, 징그러"
00:54:13,"That's disgusting. Ew, gross!","이빨 빠지기 그래, 저건 익숙해"
00:54:14,Teeth falling out. (SPITS),
00:54:15,"Yeah, I'm used to that one.",
00:54:17,(SLURPS),맞혀볼까 바지 안 입었지
00:54:18,"Let me guess, we have no pants on.",
00:54:19,,"저거 봐, 바지도 안 입고 학교에 왔어!"
00:54:20,"Hey, look! She came to school with no pants on!",
00:54:21,,그것 봐라!
00:54:22,FEAR: Called it! Ready?,
00:54:23,,준비 됐어? - 행복한 걸론 안 될 텐데
00:54:24,I don't think this happy thing is going to work.,
00:54:25,,하지만 겁을 준다면... - 그냥 나만 따라와
00:54:26,But if we scare her...,
00:54:27,Just follow my lead. Here we go.,
00:54:28,,이제 간다
00:54:29,(SCREAMING),"멍, 멍, 멍!"
00:54:31,Bark! Bark! Bark!,
00:54:32,,저건 누구야? - 무슨 일이지?
00:54:33,"Who is that? Uh, what's going on?",
00:54:41,,"당신 차례, 해요!"
00:54:42,Psst! You're on! Go!,
00:54:43,,"우, 파티 하자 춤추자!"
00:54:44,Whoo! Let's party!,
00:54:46,Let's dance! Whoo!,
00:54:47,,"어라, 파티네"
00:54:48,"Hey, a party.",
00:54:49,,"멍, 멍, 멍"
00:54:50,"Bark, bark, bark!","기쁨아, 소용 없어"
00:54:51,"Joy, this isn't working. (FABRIC RIPS)",
00:54:54,,안 돼!
00:54:55,BING BONG: Huh!,
00:54:56,(CRASHING) (FABRIC RIPS),
00:54:58,,허?
00:54:59,"Huh? Sadness, what are you doing?","슬픔아, 뭐 해? 이리 돌아와"
00:55:01,Come back here! (DOG BARKING),
00:55:03,,"그냥 꿈이야 그냥 꿈이야, 그냥 꿈이야"
00:55:04,"It's just a dream, it's just a dream. It's just a dream.",
00:55:07,,잠을 깨우려 하잖아 경비를 불러!
00:55:08,They're trying to wake her up. Call security!,
00:55:11,,"안녕, 라일리. 나야! - 빙봉?"
00:55:12,"Hi, Riley, it's me!",
00:55:14,BING BONG: 솵 Who's your friend 솵 Bing Bong?,
00:55:15,"솵 Who likes to play? Bing Bong, Bing Bong! 솵",
00:55:16,"JOY: Sadness, stop! It was working!",
00:55:18,BING BONG: Ow.,
00:55:19,,"슬픔아, 꿈을 망치고 있잖아"
00:55:20,Sadness! You are ruining this dream! You're scaring her!,"겁주고 있어 - 하지만 봐, 먹히고 있어"
00:55:22,"But look, it's working!",
00:55:24,,저들은 꿈이 아니에요 어서 잡아가요
00:55:25,Whoa.,
00:55:26,They are not part of this dream. Get them!,
00:55:27,,거기 멈춰서라!
00:55:28,SECURITY: Stop right there! BING BONG: Ow!,
00:55:30,,카메라 돌려 카메라 돌려
00:55:31,Pan away! Pan away!,
00:55:34,(NEIGHS),
00:55:36,,우~ 재미 없어라!
00:55:37,Boo! Pick a plotline!,
00:55:38,,"아우, 조심해요"
00:55:39,Ow! Careful! GUARD: Hold still!,
00:55:40,,이러면 안 될걸 난 본부 사람들을 안다고!
00:55:41,BING BONG: You can't do this!,
00:55:42,BING BONG: I know people in Headquarters!,
00:55:46,BING BONG: Ow! Cut that out! Ow! Please!,
00:55:50,Do you like candy? You look hungry.,
00:55:51,I get you candy! Oh no!,
00:55:52,,"안 돼, 안 돼!"
00:55:54,"JOY: No, no. No, no!",
00:55:55,There go the Core Memories!,핵심 기억이 떠나간다!
00:55:57,BING BONG: I can't go in there! I'm scared of the dark!,
00:55:59,Please!,
00:56:00,,가자
00:56:01,"Oh, come on.",
00:56:03,,여긴 어디야? - 무의식이야
00:56:04,JOY: What is this place?,
00:56:05,SADNESS: The Subconscious.,말썽쟁이들을 보내는 곳이야
00:56:07,It's where they take all the troublemakers.,
00:56:13,,모자가 좀 헐렁한데
00:56:14,My hat feels loose.,어떻게 들어가지?
00:56:15,Mmm. How do we get in?,
00:56:16,GUARD #1: Let me see.,
00:56:17,GUARD #2: You got my hat? Or is that your hat?,"네 모자 맞아? - 응, 내 모자야"
00:56:20,"GUARD #1: Yeah, it's my hat.",정말? 모르겠다 라벨을 봐봐
00:56:21,"GUARD #2: You sure? I don't know, look in the label.",
00:56:22,,"그래, 내 모자네"
00:56:23,"Yeah, it says, ""My hat."" Wait, it says, ""My hat""?","잠깐, 내 모자라고? - 내 모자라니까"
00:56:25,"My hat, it says. That's what I wrote in my hat.",내 모자라고 쓴거잖아 - 무슨 말 하는 거야?
00:56:27,What are you talking about? You've got my hat on.,"내 모자를 썼어 - 응, 내 모자야"
00:56:28,"Okay, but it's my handwriting. (THUDDING)",
00:56:29,,"야, 너희들! - 오, 우릴 잡았네요"
00:56:30,Hey! You! Oh! You caught us!,
00:56:33,,당장 돌아가 탈출 못 해
00:56:34,GUARD #1: Get back in there!,
00:56:35,GUARD #1: No escaping!,
00:56:38,(HOWLING),
00:56:41,(SADNESS WHIMPERING),
00:56:45,,여기 맘에 안 들어
00:56:46,I don't like it here.,라일리의 가장 어두운 공포를 가둔 곳이야
00:56:47,It's where they keep Riley's darkest fears.,
00:56:49,(GASPS),
00:56:51,,브로콜리야
00:56:52,It's broccoli.,
00:56:54,(DOOR CREAKING) (BOTH GASP),
00:56:55,,최악의 고통의 계단이다
00:56:56,SADNESS: The stairs to the basement!,
00:56:58,(BOTH YELP),
00:56:59,(WHIRRING),할머니의 진공청소기야!
00:57:00,JOY: Grandma's vacuum cleaner!,
00:57:02,(BOTH SCREAMING),
00:57:10,,"좋아, 자"
00:57:11,"Okay, come on.",
00:57:13,(FOOTSTEPS CRUNCHING),조용히 좀 걸을래 - 노력중이야
00:57:14,Would you walk quieter?,
00:57:15,I'm trying.,대체 무슨...
00:57:16,What is going...,
00:57:18,,사탕 포장지...
00:57:20,Candy wrappers? (GASPS),
00:57:28,(BING BONG CRYING),
00:57:31,,빙봉! - 기쁨이?
00:57:32,JOY: Bing Bong! Joy?,
00:57:33,,거기 있었군요
00:57:34,There you are. Shhh!,
00:57:37,(SNORING) (BOTH GASP),
00:57:40,,쟁글스잖아
00:57:42,It's Jangles.,
00:57:44,Who's the birthday girl? Who's the birthday girl?,
00:57:57,,핵심 기억 갖고 있어요? - 그럼
00:57:58,Do you have the Core Memories?,
00:57:59,Yeah.,
00:58:00,,쟤는 사탕만 신경써
00:58:01,All he cared about was the candy!,
00:58:04,Shh.,
00:58:05,(SQUEAKING),
00:58:12,(JOY GRUNTING),
00:58:15,(CONTINUES SNORING),
00:58:19,,나가야 해 그 기차로 가자
00:58:20,We're out of here! Let's get to that train!,
00:58:23,Wait! The train's not running.,"잠깐, 기차는 지금 안 가요 아직 라일리를 깨워야 해요"
00:58:26,We still have to wake up Riley.,
00:58:27,But how?,그치만 어떻게?
00:58:30,(SNORING CONTINUES),
00:58:31,,"오, 안 돼"
00:58:32,"Oh, no!",
00:58:39,(SQUEAKS),
00:58:41,(JANGLES GROANS),
00:58:50,,"어, 슬픔아 그 한창이라던 파티 들었어?"
00:58:51,"Hey, Sadness.",
00:58:52,(STAMMERING) Did you hear about the pa-pa-party they were having?,
00:58:54,,"어, 그래. 기쁨아 그- 생일 파티 말이지?"
00:58:55,"Oh, yeah. Oh, yes, Joy.",
00:58:57,(STUTTERING) Isn't it a birthday party?,
00:58:59,,방금 생일이라고 했니?
00:59:00,Did you say,
00:59:01,birthday? (LAUGHS),
00:59:02,,케이크랑 선물도 있을 거고 - 게임이랑 풍선도
00:59:03,And there's going to be cake and presents.,
00:59:05,And games and balloons...,생일이다!
00:59:06,A birthday?,
00:59:07,,"좋아요, 따라와요!"
00:59:08,Okay. Follow us!,
00:59:10,(JANGLES LAUGHING),
00:59:11,,"깨우기에 겁주기만한 게 없지, 응?"
00:59:12,"Nothing like a good scare to wake you up, right?",
00:59:13,,"좋아, 내 손글씨야 - 아니, 아닌데"
00:59:14,"Okay, but it's my handwriting.",
00:59:15,No it isn't. That's my... I wrote that.,"내 모자야, 내가 썼어 - 아니, 이건 내 모자야"
00:59:17,"No, but this one's my handwriting.",
00:59:18,(ALL SCREAMING),
00:59:20,(JANGLES LAUGHING),
00:59:25,(SILLY MUSIC PLAYING),
00:59:33,(CRASHING),
00:59:36,,누가 생일이니?
00:59:37,Who's the birthday girl?,
00:59:40,(SHRIEKS),
00:59:42,(GASPING),
00:59:43,(BELL DINGS),"우-후! - 자, 가자!"
00:59:44,"Whoo-hoo! Come on, let's go!",
00:59:47,(TRAIN HONKING HORN),
00:59:53,JOY: Ha-ha! We made it!,해냈다!
00:59:55,,본부로 돌아가는 거야! - 그래!
00:59:56,Guess who's on their way to Headquarters!,
00:59:58,SADNESS: We are!,
00:59:59,BING BONG: Whoo-hoo! JOY: Whoo!,
01:00:01,(ALL WHOOPING),
01:00:05,,무슨 일이래? - 또 한 건 했군
01:00:06,What is going on? He did it again!,
01:00:08,,학교였는데 다 벗고 있었고 개도 있었는데...
01:00:09,"We were at school, and we were naked, and there was a dog,",
01:00:11,and his back half was chasing him and then we saw Bing Bong!,그 반쪽이- 쫓아다니고 그러니까
01:00:13,,"빙봉이 있었어 - 멍청아, 꿈이잖아"
01:00:15,You idiot! It was a dream!,
01:00:16,,"말도 안 돼, 더 이상 잠도 잘 못 자겠군"
01:00:17,This is ridiculous!,
01:00:18,We can't even get a good night's sleep anymore.,
01:00:20,,조치를 취해야겠군
01:00:21,Time to take action.,
01:00:22,,멍청한 엄마 아빠 이사만 안 갔으면
01:00:23,"Stupid Mom and Dad. If they hadn't moved us,",
01:00:24,,이런 일도 없었을 걸
01:00:25,none of this would've happened.,
01:00:26,,나와 함께할 친구?
01:00:27,Who's with me?,
